R-id,class,reactions,cluster
25946,2,CCNc1cccnc1N1CCNCC1.COc1c(C)cc(C(=O)O)cc1C>>CCNc1cccnc1N1CCN(C(=O)c2cc(C)c(OC)c(C)c2)CC1.O,2
33788,1,C#C[Si](C)(C)C.Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1>>Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(C#C[Si](C)(C)C)cc1.O=S(=O)(O)C(F)(F)F,77
29974,1,COC(=O)c1cc(O)c2nc(C)n(C)c2c1.Fc1cc(F)c2c(c1)OCCC2Cl>>COC(=O)c1cc(OC2CCOc3cc(F)cc(F)c32)c2nc(C)n(C)c2c1.Cl,9
34851,6,O=C(CBr)Nc1ccc(-n2ccccc2=O)cc1F.O=C(NC1CNc2ccccc21)c1ccc(Cl)s1>>O=C(CN1CC(NC(=O)c2ccc(Cl)s2)c2ccccc21)Nc1ccc(-n2ccccc2=O)cc1F.Br,0
26729,7,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)nc(Cl)n3)cccc2s1.OB(O)c1ccncc1>>CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)nc(-c4ccncc4)n3)cccc2s1.B(O)(O)Cl,1
12751,1,C[C@@H](O)CN.Cc1cc(Nc2ncnc3cccc(F)c23)ccc1O>>Cc1cc(Nc2ncnc3cccc(O[C@H](C)CN)c23)ccc1O.F,64
20743,7,C[C@@H]1C[C@H](CCC2(C)OCCO2)C(=O)N1Cc1ccccc1.O>>C[C@@H]1C[C@H](CCC2(C)OCCO2)C(=O)N1.OCc1ccccc1,18
45873,1,C[C@H](C[C@H](O)[C@@H](N)Cc1ccccc1)C(=O)NCCC(C)(C)C.O=C(O)c1cc(O)cc(N2CCCC2=O)c1>>C[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(N2CCCC2=O)c1)C(=O)NCCC(C)(C)C.O,2
45634,3,CN=C=O.O=C1NCCCCC1Sc1ccc(Cl)cc1>>CNC(=O)N1CCCCC(Sc2ccc(Cl)cc2)C1=O,10
26149,6,CCOC(=O)CC(=O)CCl.CN(c1cccc2cc(C(N)=S)[nH]c12)S(=O)(=O)c1cccs1>>CCOC(=O)Cc1csc(-c2cc3cccc(N(C)S(=O)(=O)c4cccs4)c3[nH]2)n1.O.Cl,126
38212,7,CCOC(=O)N1CCC(N=C=S)CC1.CNc1ccccc1>>CCOC(=O)N1CCC(NC(=S)N(C)c2ccccc2)CC1,10
11298,2,CCCN(CCC)CCCCNC(=O)c1ccc(CN)cc1.Cn1ccnc1C=O.[H].[H]>>CCCN(CCC)CCCCNC(=O)c1ccc(CNCc2nccn2C)cc1.O,12
33049,6,CCCC[Sn](CCCC)(CCCC)c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1C.O=C(c1ccccc1Cl)c1cccnc1Br>>Cc1c(-c2ncccc2C(=O)c2ccccc2Cl)nnn1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1.CCCC[Sn](Br)(CCCC)CCCC,42
24871,1,COC(=O)c1cnc(N2CCNCC2)s1.Cc1ccc(S(=O)(=O)Cl)cc1>>COC(=O)c1cnc(N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)s1.Cl,3
2612,2,C=CC(=O)Cl.CC(=O)OCc1ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2c1-c1cccc(N)c1>>C=CC(=O)Nc1cccc(-c2c(COC(C)=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)c1.Cl,7
26592,2,N#Cc1ccc(-c2cnc3cnc(Br)cn23)cc1.O=C(O)c1ccc(B(O)O)c(F)c1>>N#Cc1ccc(-c2cnc3cnc(-c4ccc(C(=O)O)cc4F)cn23)cc1.B(O)(O)Br,15
41441,6,N#Cc1nc(N2CCCCC2)c2c(n1)N(CCO)CCN2.O=C1NC(=O)c2ccccc21>>N#Cc1nc(N2CCCCC2)c2c(n1)N(CCN1C(=O)c3ccccc3C1=O)CCN2.O,2
6292,1,Cc1cccc(-c2cc(N)on2)c1.O=C(O)Cn1cnc2ccccc21>>Cc1cccc(-c2cc(NC(=O)Cn3cnc4ccccc43)on2)c1.O,2
3199,2,ClP(c1ccccc1)c1ccccc1.[H].[H]>>c1ccc(Pc2ccccc2)cc1.Cl,198
28868,6,CC(C)(C)OC(=O)N1CCCC(C(=O)c2cccc(F)c2)C1.O>>O=C(c1cccc(F)c1)C1CCCNC1.CC(C)(C)OC(=O)O,18
40583,2,CCCCCCCCCCCCS(=O)(=O)c1ccc(N)c(Cl)c1.CCOC(=O)C(C(=O)OCC)N1C(=O)c2ccccc2C1=O>>CCCCCCCCCCCCS(=O)(=O)c1ccc(NC(=O)C(C(=O)OCC)N2C(=O)c3ccccc3C2=O)c(Cl)c1.CCO,2
40384,1,CCSc1ncc(C(=O)O)c(N)n1.CNOC>>CCSc1ncc(C(=O)N(C)OC)c(N)n1.O,2
13385,1,COC(=O)c1ccccc1I.Cc1nc(-c2ccc(Cl)cc2)sc1CC(=O)NC1CCCNC1>>COC(=O)c1ccccc1N1CCCC(NC(=O)Cc2sc(-c3ccc(Cl)cc3)nc2C)C1.I,19
8086,2,COc1ccc(B(O)O)cc1.Cc1c(Cl)ncnc1Cl>>COc1ccc(-c2ncnc(Cl)c2C)cc1.B(O)(O)Cl,1
32547,1,C=CCOc1cccc(CCCCc2nc(C)c(C(=O)OCC)c(C)n2)c1.O>>C=CCOc1cccc(CCCCc2nc(C)c(C(=O)O)c(C)n2)c1.CCO,23
17699,3,FC(F)c1nc2ccccc2n1-c1nc(Cl)cc(Cl)n1.Nc1cccnc1>>FC(F)c1nc2ccccc2n1-c1nc(Cl)cc(Nc2cccnc2)n1.Cl,7
48292,2,N#Cc1cnc2cc(OC3CCOC3)c([N+](=O)[O-])cc2c1Cl.Nc1ccc(OCc2ccccn2)c(Cl)c1>>N#Cc1cnc2cc(OC3CCOC3)c([N+](=O)[O-])cc2c1Nc1ccc(OCc2ccccn2)c(Cl)c1.Cl,7
32427,6,CCOC(=O)C1=C(O)c2sc3ccccc3c2S(=O)(=O)N1C.Nc1cnccn1>>CN1C(C(=O)Nc2cnccn2)=C(O)c2sc3ccccc3c2S1(=O)=O.CCO,2
38106,1,CC(=O)Cl.OC(c1cccnc1)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)C1CCCNC1>>CC(=O)N1CCCC(C(O)(c2cccnc2)c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)C1.Cl,7
30444,1,O=C1c2ccccc2-c2ncccc21.[H].[H].[H].[H]>>c1ccc2c(c1)Cc1cccnc1-2.O,22
21802,1,C=CC(=O)Cl.OC(COc1ccc2ccccc2c1)COc1ccc2ccccc2c1>>C=CC(=O)OC(COc1ccc2ccccc2c1)COc1ccc2ccccc2c1.Cl,9
4128,7,COC(=O)c1nc(SC)ncc1Br.O.[H].[H].[H].[H]>>CSc1ncc(Br)c(CO)n1.CO.O,4
49696,1,CC1(C)[C@@H]2CC[C@@]1(C)c1[nH]n(-c3ccc(F)cc3F)c(=O)c12.Clc1ccc(CBr)cc1>>CC1(C)[C@@H]2CC[C@@]1(C)c1c2c(=O)n(-c2ccc(F)cc2F)n1Cc1ccc(Cl)cc1.Br,0
37618,3,NCc1ccc(I)cc1F.O=C(O)c1ccc(Br)cc1[N+](=O)[O-]>>O=C(NCc1ccc(I)cc1F)c1ccc(Br)cc1[N+](=O)[O-].O,2
9576,2,COc1ccccc1.O=C(Cl)Cc1ccccc1>>COc1ccc(C(=O)Cc2ccccc2)cc1.Cl,38
27803,1,CCOC(=O)CCCC(C)=O.[H].[H]>>CCOC(=O)CCC[C@@H](C)O,32
27170,7,CCOC(=O)C1CNc2ccccc2O1.CI>>CCOC(=O)C1CN(C)c2ccccc2O1.I,19
28843,6,CCCBr.Cc1cc(C)c2c(c1)C1CNCCC1CC2=O>>CCCN1CCC2CC(=O)c3c(C)cc(C)cc3C2C1.Br,0
31016,3,Brc1ccc(-c2ccn[nH]2)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)n1nccc1-c1ccc(Br)cc1.CC(C)(C)OC(=O)O,2
24644,2,COC(=O)c1c(C)cccc1Br.O=C1CCC(=O)N1Br>>COC(=O)c1c(Br)cccc1CBr.O=C1CCC(=O)N1,67
13719,7,O=C(OCc1cc(Cl)cc(Cl)c1)N1CCC2(CC1)CNC2.O=c1[nH]c2ccc(S(=O)(=O)Cl)cc2o1>>O=C(OCc1cc(Cl)cc(Cl)c1)N1CCC2(CC1)CN(S(=O)(=O)c1ccc3[nH]c(=O)oc3c1)C2.Cl,3
35372,2,C[C@H](NC(=O)OC(C)(C)C)c1ncc(F)cc1F.O>>C[C@H](N)c1ncc(F)cc1F.CC(C)(C)OC(=O)O,18
16954,1,C=COCC.O=C1CC[C@H](CO)N1>>CCOC(C)OC[C@H]1CCC(=O)N1,100
16503,2,CC(N)=O.Cc1ccc2c(N3CCN(CCc4cc(Br)ccc4F)CC3)cccc2n1>>CC(=O)Nc1ccc(F)c(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1.Br,0
13536,6,Nc1ccsc1.[Na+].O=C([O-])Cc1nc(N2CCOCC2)cc(=O)[nH]1>>O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccsc1.O[Na],181
3292,2,CCOC(=O)c1cccc(-c2ccccc2-c2cc(Cl)ccc2O)c1.OCCc1ccccc1>>CCOC(=O)c1cccc(-c2ccccc2-c2cc(Cl)ccc2OCCc2ccccc2)c1.O,23
20979,2,CC(C)(C)OC(=O)N1CCC(O)CC1.N#Cc1ccc(O)cc1>>CC(C)(C)OC(=O)N1CCC(Oc2ccc(C#N)cc2)CC1.O,23
13280,4,CC(C)(C)OC(=O)N[C@@H]1CCN(CC23CCC(CC2)O3)C1.O>>N[C@@H]1CCN(CC23CCC(CC2)O3)C1.CC(C)(C)OC(=O)O,18
222,2,CC(C)(Br)C(=O)Br.O=[N+]([O-])c1ccccc1NNC1C2CC3CC(C2)CC1C3>>CC(C)(Br)C(=O)N(Nc1ccccc1[N+](=O)[O-])C1C2CC3CC(C2)CC1C3.Br,0
6897,7,O=C(Cl)c1ccccc1.Oc1ccc(Br)cc1>>O=C(Oc1ccc(Br)cc1)c1ccccc1.Cl,9
42985,2,CCOc1cc(C=O)ccc1O.OCCCCCCCCCCCBr>>CCOc1cc(C=O)ccc1OCCCCCCCCCCCO.Br,14
26108,1,O=C1CCOc2ccccc21.[H].[H]>>O[C@@H]1CCOc2ccccc21,32
45157,6,CC(=O)OC(C)=O.NCCc1cccc(F)c1>>CC(=O)NCCc1cccc(F)c1.CC(=O)O,2
25432,2,COC(=O)c1cscc1OC.O.[H].[H].[H].[H]>>COc1cscc1CO.CO.O,4
42540,3,COC(=O)C(F)=CC1(c2ccc(OC(F)F)cc2)CC1.O.[H].[H].[H].[H]>>OCC(F)=CC1(c2ccc(OC(F)F)cc2)CC1.CO.O,4
44130,2,CCO.O=C(Cl)c1cc(F)c(Cl)nc1Cl>>CCOC(=O)c1cc(F)c(Cl)nc1Cl.Cl,9
34347,9,Nc1cc(Cl)ccc1O.O=C=Nc1cc(C(F)(F)F)ccc1Cl>>O=C(Nc1cc(Cl)ccc1O)Nc1cc(C(F)(F)F)ccc1Cl,10
7436,1,CN1CCNCC1.C[C@H]1COc2c(F)c(F)cc3c(=O)c(C(=O)O)cn1c23>>C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.F,16
3664,3,CN.Cc1cc(OCc2ccc(F)cc2F)c(Cl)c(=O)n1-c1cc(C(=O)O)ccc1F>>CNC(=O)c1ccc(F)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Cl)c2=O)c1.O,2
25618,6,CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Cl)n2)c(OC)c1Cl)OCC.CNC(=O)c1nc(Br)ccc1N>>CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc(Br)nc3C(=O)NC)n2)c(OC)c1Cl)OCC.Cl,7
3209,1,COC(=O)Cl.NC(=O)NCC(N)C(=O)O>>COC(=O)N[C@@H](CNC(N)=O)C(=O)O.Cl,7
33756,8,N#Cc1ccc(CO)cc1.[H].[H].[H].[H]>>NCc1ccc(CO)cc1,55
40410,1,CC1(C)OB(c2cnc(N)nc2)OC1(C)C.C[C@H](O)C(=O)N1CCN(Cc2cc3nc(Cl)nc(N4CCOCC4)c3s2)CC1>>C[C@H](O)C(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1.CC1(C)OB(Cl)OC1(C)C,1
4685,6,Cc1cc(B(O)O)ccn1.NCc1ccc(Cl)nc1>>Cc1cc(-c2ccc(CN)cn2)ccn1.B(O)(O)Cl,1
1868,6,COc1ccc2cccc(CC(N)=O)c2c1>>COc1ccc2cccc(CC#N)c2c1.O,34
31310,1,Cc1nc2cc(F)c([N+](=O)[O-])cc2s1.Sc1cccc2cnccc12>>Cc1nc2cc(Sc3cccc4cnccc34)c([N+](=O)[O-])cc2s1.F,120
9762,1,CB(O)O.CCc1cc(Br)ccc1N1CCN(S(=O)(=O)c2ccc(C)cc2)CC1>>CCc1cc(C)ccc1N1CCN(S(=O)(=O)c2ccc(C)cc2)CC1.B(O)(O)Br,15
6463,2,CC(C)(O)CCCC(C)(CCO[Si](C)(C)C(C)(C)C)C1CCC2C(O[Si](C)(C)C(C)(C)C)CCCC21C.O>>CC(C)(O)CCCC(C)(CCO)[C@H]1CC[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)CCC[C@@]21C.CC(C)(C)[Si](C)(C)O,91
41158,2,BrCCCCBr.COC(=O)CCc1ccc(O)cc1>>COC(=O)CCc1ccc(OCCCCBr)cc1.Br,14
25273,2,Brc1cccc2ccsc12.CC1(C)OB(c2ccnc(Cl)c2)OC1(C)C>>Clc1cc(-c2cccc3ccsc23)ccn1.CC1(C)OB(Br)OC1(C)C,15
45640,1,CC1CCN(C(=O)Cl)CC1.Oc1noc2cc(Cl)ccc12>>CC1CCN(C(=O)Oc2noc3cc(Cl)ccc23)CC1.Cl,9
9866,1,C1CC2COCC(C1)N2.N#CCBr>>N#CCN1C2CCCC1COC2.Br,0
41696,6,COCC(=O)NC[C@@H]1CN(C(=O)OC(C)(C)C)CCO[C@H]1c1ccc(Cl)c(Cl)c1.O>>COCC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1.CC(C)(C)OC(=O)O,18
5232,2,N#Cc1cccc(CBr)c1.c1ccc(-c2nc3c(o2)CNCC3)nc1>>N#Cc1cccc(CN2CCc3nc(-c4ccccn4)oc3C2)c1.Br,0
21436,3,Cc1cc(B2OC(C)(C)C(C)(C)O2)ccc1C#N.O=C1COC2(CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)CN1C1CC1>>Cc1cc(-c2ccc(S(=O)(=O)N3CCC4(CC3)CN(C3CC3)C(=O)CO4)cc2)ccc1C#N.CC1(C)OB(Br)OC1(C)C,15
33678,7,Nc1ccon1.O=C(O)c1ncccc1OC[C@H]1C[C@@H](OCOCc2ccccc2)CN1C(=O)[C@@H]1CC[C@@H](C(F)(F)F)CC1>>O=C(Nc1ccon1)c1ncccc1OC[C@H]1C[C@@H](OCOCc2ccccc2)CN1C(=O)[C@@H]1CC[C@@H](C(F)(F)F)CC1.O,2
24667,6,CS(=O)(=O)Nc1cc([C@@H](O)CN[C@H](CO)Cc2ccc(Oc3ccc4ccccc4n3)cc2)ccc1OCc1ccccc1.I>>CS(=O)(=O)Nc1cc([C@@H](O)CN[C@H](CO)Cc2ccc(Oc3ccc4ccccc4n3)cc2)ccc1O.ICc1ccccc1,27
12564,6,CCC(=O)O.Cc1cc(N2CCNCC2)nc2c1c(=O)cc(Nc1ccccc1)n2-c1ccccc1>>CCC(=O)N1CCN(c2cc(C)c3c(=O)cc(Nc4ccccc4)n(-c4ccccc4)c3n2)CC1.O,2
31947,2,Cc1c(C(=O)c2ccccc2)c(NC(=O)CI)cn1C.NO>>Cc1c(C(=O)c2ccccc2)c(NC(=O)CNO)cn1C.I,19
25788,6,C#CC(O)c1ccc(OC)c(O)c1.COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(Br)c21>>COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1O.Br,30
2823,1,CC(C)(C)OC(=O)Nc1ncc(C#C[Si](C)(C)C)s1.O>>C#Cc1cnc(NC(=O)OC(C)(C)C)s1.C[Si](C)(C)O,46
3744,1,CN(Cc1ccc(CC(=O)O)cc1)CC(O)C(O)C(O)C(O)CO.NCc1ccc(C2C(CCC(O)c3ccc(F)cc3)C(=O)N2c2ccc(F)cc2)cc1>>CN(Cc1ccc(CC(=O)NCc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)cc1)CC(O)C(O)C(O)C(O)CO.O,2
34487,1,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(CC(=O)O)C[C@H]2c1ccc(C#N)cc1.N>>CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(CC(N)=O)C[C@H]2c1ccc(C#N)cc1.O,2
17754,2,O=C1OC2(CCN(C(=O)c3c[nH]c4cc(Cl)ccc34)CC2)c2ccc(F)cc21.O=S(=O)(Cl)c1cc(F)cc(F)c1>>O=C1OC2(CCN(C(=O)c3cn(S(=O)(=O)c4cc(F)cc(F)c4)c4cc(Cl)ccc34)CC2)c2ccc(F)cc21.Cl,3
24703,3,CC(C)(C)C(=O)ON[C@@H](CSc1cccc(Oc2ccccc2)c1N)C(=O)O>>CC(C)(C)C(=O)ON[C@H]1CSc2cccc(Oc3ccccc3)c2NC1=O.O,2
44945,1,CCOC(=O)C(C)Br.Oc1ccc(F)cc1Br>>CCOC(=O)C(C)Oc1ccc(F)cc1Br.Br,14
40432,6,CCCCNCCCC.CCOC(=O)C(F)(F)F>>CCCCN(CCCC)C(=O)C(F)(F)F.CCO,2
5549,3,CCOC(=O)c1nccc2c(C)c3c(cc12)c1cc(O)ccc1n3C.NCCN1CCCC1>>Cc1c2ccnc(C(=O)NCCN3CCCC3)c2cc2c3cc(O)ccc3n(C)c12.CCO,2
1981,9,C1COCCN1.O=[N+]([O-])c1ccc(Cl)cc1CO>>O=[N+]([O-])c1ccc(N2CCOCC2)cc1CO.Cl,7
13344,6,CCOC(=O)/C=C(\C)c1ccc(I)cc1.O.[H].[H].[H].[H]>>C/C(=C\CO)c1ccc(I)cc1.CCO.O,4
21967,9,COC(=O)Cc1cccc(O)c1.C[C@@H](CO)CBr>>COC(=O)Cc1cccc(OC[C@H](C)CBr)c1.O,23
28075,2,Nc1cncnc1NCc1ccc(F)cc1.O=C(O)CC1CCN(Cc2ccccc2)CC1>>O=C(CC1CCN(Cc2ccccc2)CC1)Nc1cncnc1NCc1ccc(F)cc1.O,2
49976,1,CC(C)(C)OC(=O)N1[C@@H]2C[C@@H]2C[C@H]1C(=O)NC1CCCCC1.O>>O=C(NC1CCCCC1)[C@@H]1C[C@H]2C[C@H]2N1.CC(C)(C)OC(=O)O,18
6962,2,NC(c1ccccc1)c1ccccc1.O=Cc1ccc2ccc(-c3ccccc3)nc2c1>>C(=N/C(c1ccccc1)c1ccccc1)\c1ccc2ccc(-c3ccccc3)nc2c1.O,36
7488,2,COC(=O)c1ccc(CBr)c(F)c1.N#C[Na]>>COC(=O)c1ccc(CC#N)c(F)c1.[Na]Br,58
22640,1,CC(=O)Cl.CCCc1nc2c(N)nc3cc(OCCCCCCN)ccc3c2n1CCCCNS(C)(=O)=O>>CCCc1nc2c(N)nc3cc(OCCCCCCNC(C)=O)ccc3c2n1CCCCNS(C)(=O)=O.Cl,7
2086,9,Clc1ccc(-c2nc(Cl)c3ccccc3n2)c(Cl)c1.N#Cc1ccc(NCCN)nc1>>N#Cc1ccc(NCCNc2nc(-c3ccc(Cl)cc3Cl)nc3ccccc23)nc1.Cl,7
44327,2,CCOC(=O)c1cnc(NC(=O)OC(C)(C)C)s1.O>>CC(C)(C)OC(=O)Nc1ncc(C(=O)O)s1.CCO,23
22365,1,CN(N)C1=NOCc2ccc(Cl)cc21.O=Cc1ccc([N+](=O)[O-])cc1>>CN(N=Cc1ccc([N+](=O)[O-])cc1)C1=NOCc2ccc(Cl)cc21.O,36
18613,2,CN(C)CC(=O)N1CCC(Oc2ccc3ncnc(Cl)c3c2)CC1.Nc1ccc(O)cc1>>CN(C)CC(=O)N1CCC(Oc2ccc3ncnc(Nc4ccc(O)cc4)c3c2)CC1.Cl,7
47019,7,Nc1ccc(N2CCC2)nc1.O=C(Cl)Oc1ccccc1>>O=C(Nc1ccc(N2CCC2)nc1)Oc1ccccc1.Cl,7
13604,1,Cc1ccccc1N1CCNCC1.O=CCCCC1CC(c2ccccc2)=NO1.[H].[H]>>Cc1ccccc1N1CCN(CCCCC2CC(c3ccccc3)=NO2)CC1.O,12
8083,1,CC(C)(C)OC(=O)N1CCC(N)CC1.COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CC(F)(F)C(=O)N2C>>COc1cc(C(=O)NC2CCN(C(=O)OC(C)(C)C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CC(F)(F)C(=O)N2C.O,2
29041,3,Fc1ccc(-c2ccc3ncnc(Cl)c3c2)cc1.NC1CCCCC1>>Fc1ccc(-c2ccc3ncnc(NC4CCCCC4)c3c2)cc1.Cl,7
20201,2,CS(=O)(=O)Cl.Nc1cccc(Br)n1>>CS(=O)(=O)Nc1cccc(Br)n1.Cl,3
26875,7,COc1ccccc1C(=O)Cl.COc1ccccc1C(=O)Nc1cc(N)ccc1C(=O)O>>COc1ccccc1C(=O)Nc1ccc(C(=O)O)c(NC(=O)c2ccccc2OC)c1.Cl,7
8793,2,CCCI.N#Cc1ccc(NCCc2ccccc2)cc1C(F)(F)F>>CCCN(CCc1ccccc1)c1ccc(C#N)c(C(F)(F)F)c1.I,19
11311,3,CC(C)(C)n1nc(CCC=O)cc1-c1ccc(F)cc1.Cc1cccc(N2CCNCC2C)c1.[H].[H]>>Cc1cccc(N2CCN(CCCc3cc(-c4ccc(F)cc4)n(C(C)(C)C)n3)CC2C)c1.O,12
5115,2,CN(C)CCN.COC(=O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1>>CN(C)CCNC(=O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1.CO,2
5197,1,NNc1cnc2ccc(Br)cc2n1.O=C(O)C1CC1>>O=C(NNc1cnc2ccc(Br)cc2n1)C1CC1.O,2
46425,6,Brc1c[nH]cn1.Cc1cc(-c2ccc(C(F)(F)F)cc2)nc(Cl)n1>>Cc1cc(-c2ccc(C(F)(F)F)cc2)nc(-n2cnc(Br)c2)n1.Cl,7
12787,1,CCOC(=O)C(=O)C(Br)Cc1cccc(SC)c1.NC(N)=S>>CCOC(=O)c1nc(N)sc1Cc1cccc(SC)c1.Br.O,78
43851,3,CI.COc1ccc(OC)c(Nc2nc(Cl)nc3ccccc23)c1>>COc1ccc(OC)c(N(C)c2nc(Cl)nc3ccccc23)c1.I,19
313,3,O=C1OC(Br)c2ccccc21.CC(C[Na])Cc1ccc(C(C)C(=O)O)cc1>>CC(C)Cc1ccc(C(C)C(=O)OC2OC(=O)c3ccccc32)cc1.[Na]Br,169
48744,1,Cc1ccnc(CCl)c1.Nc1ccc(-c2cc(Cc3ccc(O)cc3)no2)c(N)n1>>Cc1ccnc(COc2ccc(Cc3cc(-c4ccc(N)nc4N)on3)cc2)c1.Cl,9
26164,1,Clc1nc(Nc2cc[nH]n2)cc2ccccc12.OB(O)c1cccnc1>>c1cncc(-c2nc(Nc3cc[nH]n3)cc3ccccc23)c1.B(O)(O)Cl,1
24454,1,C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CN(C5CCNCC5)C4)c3)ncnc21.O=C=Nc1ccc(F)cc1C(F)(F)F>>C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CN(C5CCN(C(=O)Nc6ccc(F)cc6C(F)(F)F)CC5)C4)c3)ncnc21,10
19515,3,CC(C)(C)OC(=O)NCCCn1cnc2c(Cl)nc3ccccc3c21.NCc1ccccc1>>CC(C)(C)OC(=O)NCCCn1cnc2c(NCc3ccccc3)nc3ccccc3c21.Cl,7
463,7,CC(C)(C)OC(=O)NCCC[C@H](N)C(=O)O.O=Cc1ccccc1.[H].[H]>>CC(C)(C)OC(=O)NCCC[C@H](NCc1ccccc1)C(=O)O.O,12
37291,2,C1=COCCC1.COC(=O)c1ccc(O)cc1>>COC(=O)c1ccc(OC2CCCCO2)cc1,100
22537,1,Nc1ccc(N2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)nc1.O=C(O)c1nc(-c2ccccc2)oc1C(F)(F)F>>O=C(Nc1ccc(N2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)nc1)c1nc(-c2ccccc2)oc1C(F)(F)F.O,2
22351,1,CC(C)(C)OC(=O)C[C@H](N)C(=O)Nc1ccccc1.Cc1nc(NC(=N)N)sc1C(=O)Nc1cccc(C(=O)O)c1>>Cc1nc(NC(=N)N)sc1C(=O)Nc1cccc(C(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)Nc2ccccc2)c1.O,2
17914,9,COc1ccc(Cc2cc([C@]34OC[C@](C=O)(O3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]4OCc3ccccc3)ccc2Cl)c(F)c1F.O.[Mg]CCl>>COc1ccc(Cc2cc([C@]34OC[C@](C(C)O)(O3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]4OCc3ccccc3)ccc2Cl)c(F)c1F.[Mg]OCl,127
5101,1,CC(C)(C)OC(=O)N1CC[C@@](O)(c2ccccc2)[C@H](O)C1.[H].[H]>>CC(C)(C)OC(=O)N1CC[C@@H](c2ccccc2)[C@H](O)C1.O,37
5156,1,Brc1ccc(-c2cnco2)s1.Cc1nc(-c2ccccc2OCc2ccccc2)n(CCc2ccccc2)c(=O)c1Br.[H].[H]>>Cc1nc(-c2ccccc2OCc2ccccc2)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2cnco2)s1.Br.Br,57
13498,3,COc1cc(OC)c2c(=O)[nH]c(-c3ccc(N4CCNCC4)cc3)nc2c1.O=C(O)c1ccncc1>>COc1cc(OC)c2c(=O)[nH]c(-c3ccc(N4CCN(C(=O)c5ccncc5)CC4)cc3)nc2c1.O,2
15120,2,COc1ccc(-c2ccc(C(C)=O)cc2[N+](=O)[O-])cc1.I>>CC(=O)c1ccc(-c2ccc(O)cc2)c([N+](=O)[O-])c1.CI,27
44579,4,CCOC(=O)C(C)(C)Oc1ccc(O)cc1C.C[Si](C)(C)C#CCC1(CI)CC1>>CCOC(=O)C(C)(C)Oc1ccc(OCC2(CC#C[Si](C)(C)C)CC2)cc1C.I,41
7499,3,COC(=O)c1cc(C#N)cc2nc(Nc3cccc(Cl)c3Cl)[nH]c12.O>>N#Cc1cc(C(=O)O)c2[nH]c(Nc3cccc(Cl)c3Cl)nc2c1.CO,23
